date,pts,blk,ast,stl,tov,fg3,fg,ft,is_playoff,reb
2021-11-07,15.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,4.0
2021-11-10,8.0,0.0,3.0,2.0,4.0,0.0,3.0,2.0,1.0,7.0
2021-11-13,25.0,0.0,7.0,1.0,2.0,2.0,9.0,5.0,1.0,12.0
2021-11-15,20.0,1.0,6.0,0.0,2.0,2.0,7.0,4.0,1.0,6.0
2021-11-18,4.0,0.0,5.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0
2021-11-19,32.0,2.0,1.0,0.0,4.0,3.0,10.0,9.0,1.0,8.0
2021-11-21,21.0,1.0,2.0,1.0,1.0,3.0,8.0,2.0,1.0,6.0
2021-11-24,17.0,0.0,2.0,1.0,0.0,1.0,5.0,6.0,1.0,7.0
2021-11-26,17.0,1.0,4.0,0.0,1.0,1.0,7.0,2.0,1.0,12.0
2021-11-28,18.0,0.0,5.0,0.0,1.0,0.0,8.0,2.0,1.0,7.0
2021-11-30,20.0,3.0,5.0,1.0,2.0,1.0,9.0,1.0,1.0,6.0
2021-12-02,20.0,1.0,4.0,0.0,6.0,1.0,9.0,1.0,1.0,8.0
2021-12-05,31.0,0.0,3.0,0.0,1.0,1.0,10.0,10.0,1.0,6.0
2021-12-08,23.0,0.0,5.0,0.0,5.0,2.0,10.0,1.0,1.0,11.0
2021-12-10,13.0,1.0,4.0,0.0,1.0,0.0,3.0,7.0,1.0,12.0
2021-12-13,16.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,1.0,8.0
2021-12-14,25.0,1.0,2.0,1.0,2.0,0.0,12.0,1.0,1.0,6.0
2021-12-28,28.0,1.0,8.0,1.0,3.0,0.0,11.0,6.0,1.0,6.0
2021-12-31,25.0,2.0,7.0,2.0,3.0,1.0,10.0,4.0,1.0,19.0
2022-01-02,20.0,0.0,7.0,2.0,6.0,0.0,7.0,6.0,1.0,14.0
2022-01-04,18.0,0.0,5.0,0.0,3.0,2.0,7.0,2.0,1.0,12.0
2022-01-05,33.0,1.0,6.0,2.0,4.0,2.0,13.0,5.0,1.0,6.0
2022-01-07,17.0,1.0,5.0,2.0,1.0,2.0,6.0,3.0,1.0,5.0
2022-01-09,29.0,0.0,7.0,2.0,2.0,3.0,8.0,10.0,1.0,10.0
2022-01-11,22.0,0.0,7.0,3.0,4.0,0.0,10.0,2.0,1.0,7.0
2022-01-14,23.0,1.0,4.0,0.0,1.0,1.0,8.0,6.0,1.0,11.0
2022-01-15,30.0,0.0,10.0,2.0,6.0,3.0,11.0,5.0,1.0,8.0
2022-01-17,18.0,1.0,10.0,5.0,0.0,0.0,9.0,0.0,1.0,6.0
2022-01-19,20.0,0.0,3.0,3.0,5.0,0.0,7.0,6.0,1.0,8.0
2022-01-21,21.0,0.0,4.0,1.0,2.0,1.0,8.0,4.0,1.0,7.0
2022-01-23,28.0,1.0,5.0,1.0,3.0,0.0,13.0,2.0,1.0,8.0
2022-01-25,24.0,1.0,12.0,0.0,3.0,1.0,9.0,5.0,1.0,9.0
2022-01-26,12.0,0.0,7.0,3.0,3.0,0.0,3.0,6.0,1.0,7.0
2022-01-29,21.0,4.0,6.0,4.0,4.0,1.0,7.0,6.0,1.0,13.0
2022-01-31,25.0,2.0,4.0,2.0,4.0,1.0,9.0,6.0,1.0,6.0
2022-02-01,16.0,0.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,14.0
2022-02-03,25.0,1.0,7.0,2.0,3.0,1.0,9.0,6.0,1.0,13.0
